Year,TmaxAn,TminAn,TaveAn,TaveWin,TaveGS,PPTGS,PPTAn,PPTWin,DD5_An,NFFDGS,NFFDAn,PASAn,ErefGS,CMDGS,CMDAn,TreeID,RWI,Elevation,Competition
1986,24.3,-11.6,5.533333333,0.383333333,10.68333333,469,783,314,1282,125,146,137,706,279,294,L.3H,1.697052619,L,C
1985,25,-11.8,4.9,-1.45,11.25,352,780,428,1286,127,141,216,746,422,422,L.3H,1.030202991,L,C
1984,24.8,-14.2,5.025,-1.35,11.4,327,676,349,1430,132,150,232,732,405,442,L.3H,1.105187479,L,C
1983,24.4,-11.1,4.708333333,-1.05,10.46666667,361,760,399,1267,120,133,267,700,342,373,L.3H,1.612595035,L,C
1982,24.2,-12.8,4.891666667,-0.95,10.73333333,347,731,384,1272,125,144,201,706,371,373,L.3H,1.166179914,L,C
1981,23.9,-10.3,6.066666667,0.466666667,11.66666667,361,591,230,1404,134,148,111,731,371,385,L.3H,1.276874392,L,C
1980,25.4,-11,4.833333333,-1.116666667,10.78333333,276,669,393,1332,119,136,278,734,458,493,L.3H,1.068092363,L,C
1979,24.7,-15.3,4.133333333,-2.45,10.71666667,193,750,557,1297,120,136,384,735,542,549,L.3H,0.714054819,L,C
1978,25.6,-11.5,5.233333333,-0.166666667,10.63333333,245,690,445,1273,119,135,225,736,491,515,L.3H,0.914608058,L,C
1977,24.1,-15.5,4.883333333,-1.983333333,11.75,298,381,83,1393,129,137,68,747,451,503,L.3H,0.185227109,L,C
1976,24.8,-13.6,4.841666667,-0.95,10.63333333,281,515,234,1244,121,130,133,730,449,501,L.3H,0.845158317,L,C
1975,23.3,-14.1,3.666666667,-2.083333333,9.416666667,234,675,441,1115,104,121,292,692,459,459,L.3H,1.67855758,L,C
1974,23.4,-14.9,4.8,-1.25,10.85,181,408,227,1313,120,133,151,752,571,640,L.3H,1.113028686,L,C
1973,23.3,-15.3,3.558333333,-2.533333333,9.65,249,768,519,1135,109,132,325,701,452,452,L.3H,1.305321479,L,C
1972,25.1,-12.6,5.091666667,-0.8,10.98333333,248,508,260,1294,120,134,125,749,500,561,L.3H,0.945128357,L,C
1971,25,-12.9,4.333333333,-1.716666667,10.38333333,332,536,204,1186,108,118,131,731,398,398,L.3H,1.415961261,L,C
1970,24.2,-12.1,4.425,-1.2,10.05,306,611,305,1175,115,129,177,699,408,408,L.3H,0.824611041,L,C
1969,24.2,-14.4,4.6,-2,11.2,306,705,399,1320,129,144,262,715,409,431,L.3H,1.627773485,L,C
1968,22.8,-14.4,4.2,-1.133333333,9.533333333,260,515,255,1119,112,125,214,682,423,525,L.3H,1.634011519,L,C
1967,24,-13.6,4.975,-0.3,10.25,281,499,218,1228,120,135,126,693,412,498,L.3H,1.566818798,L,C
1966,25,-14.6,5.225,-0.966666667,11.41666667,240,577,337,1406,127,142,154,751,511,546,L.3H,1.157060729,L,C
1965,23.1,-12.7,4.166666667,-1.316666667,9.65,407,731,324,1120,118,130,264,661,271,345,L.3H,1.281324343,L,C
1964,24.5,-15,4.3,-1.683333333,10.28333333,333,537,204,1275,121,141,163,698,384,406,L.3H,0.8803627,L,C
1963,25.4,-16,5.416666667,-0.633333333,11.46666667,247,555,308,1425,129,148,142,739,492,492,L.3H,0.801206321,L,C
1962,24.8,-14.8,4.408333333,-2.116666667,10.93333333,199,488,289,1245,119,132,157,748,549,549,L.3H,0.760385452,L,C
1961,24.4,-13.9,4.925,-0.783333333,10.63333333,271,625,354,1259,119,137,171,729,458,463,L.3H,0.505325536,L,C
1960,25.8,-14.5,4.85,-1.583333333,11.28333333,204,604,400,1342,120,133,211,772,566,571,L.3H,0.427254098,L,C
1959,25,-12,5.341666667,-0.316666667,11,278,470,192,1321,124,138,103,741,464,485,L.3H,0.138655128,L,C
1958,25.4,-12.6,5,-1.133333333,11.13333333,199,649,450,1355,125,145,249,761,562,562,L.3H,0.893786695,L,C
1957,22.7,-14.2,4.508333333,-0.766666667,9.783333333,409,683,274,1147,112,125,182,684,287,315,L.3H,1.170134535,L,C
1956,24.1,-13.1,5.291666667,-0.466666667,11.05,119,395,276,1335,119,133,134,767,650,718,L.3H,0.764943263,L,C
1955,23.6,-15.5,4.308333333,-1.433333333,10.05,266,514,248,1221,113,131,179,706,440,471,L.3H,1.149925896,L,C
1954,24.2,-13.4,5.608333333,-0.2,11.41666667,309,619,310,1358,129,145,124,740,431,459,L.3H,0.942972552,L,C
1953,23.8,-12.5,4.658333333,-0.833333333,10.15,217,469,252,1239,113,124,184,707,492,568,L.3H,0.881513677,L,C
1952,23.5,-13.7,4.075,-2.716666667,10.86666667,233,625,392,1253,127,138,282,719,485,489,L.3H,1.395000285,L,C
1951,25.7,-11.7,5.216666667,0.05,10.38333333,261,468,207,1281,107,125,136,736,477,546,L.3H,0.40462016,L,C
1950,23.3,-13.4,4.416666667,-0.85,9.683333333,219,497,278,1070,98,109,145,727,508,528,L.3H,0.638401549,L,C
1949,23.9,-16.2,3.741666667,-2.933333333,10.41666667,305,673,368,1183,117,126,263,722,416,416,L.3H,0.995026668,L,C
1948,24.3,-12.8,4.15,-2.25,10.55,265,649,384,1219,116,131,235,738,472,472,L.3H,0.751595628,L,C
1947,24.6,-14.5,4.691666667,-1.116666667,10.5,328,643,315,1202,120,131,150,714,387,387,L.3H,0.9484785,L,C
1946,24.1,-16.1,4.608333333,-1.8,11.01666667,341,592,251,1295,122,139,154,732,389,393,L.3H,0.632762398,L,C
1945,23.5,-12.7,4.191666667,-1.2,9.583333333,182,568,386,1148,103,122,290,696,518,543,L.3H,0.994686184,L,C
1944,23.6,-12.2,3.933333333,-1.6,9.466666667,272,611,339,1077,105,118,247,699,428,428,L.3H,0.855883254,L,C
1943,24,-11.9,5.141666667,-0.583333333,10.86666667,312,686,374,1244,118,132,205,730,417,449,L.3H,1.291100175,L,C
1942,23.6,-13.5,3.933333333,-2.133333333,10,162,514,352,1115,105,120,210,716,554,554,L.3H,1.124565658,L,C
1941,22.9,-11.1,4.416666667,-0.6,9.433333333,397,876,479,1094,119,137,307,666,318,327,L.3H,1.305774528,L,C
1940,25.2,-12.7,4.85,-1.5,11.2,344,644,300,1323,131,142,225,740,415,465,L.3H,0.918461857,L,C
1939,23.8,-16,4,-2.8,10.8,219,553,334,1229,123,134,214,728,516,516,L.3H,1.065166442,L,C
1938,24,-11.1,4.558333333,-0.866666667,9.983333333,277,623,346,1155,115,130,231,703,427,482,L.3H,1.200653313,L,C
1937,24.8,-19.5,3.933333333,-2.683333333,10.55,242,617,375,1233,111,123,263,750,507,507,L.3H,1.333685775,L,C
1936,22.9,-12.6,4.166666667,-2.516666667,10.85,299,557,258,1245,123,131,170,723,425,439,L.3H,0.956708163,L,C
1935,22.6,-10.7,4.108333333,-1.35,9.566666667,342,711,369,1130,109,123,308,680,345,407,L.3H,0.792345557,L,C
1934,25.7,-10.3,6.308333333,1.083333333,11.53333333,231,459,228,1438,118,139,79,772,541,634,L.3H,0.504738904,L,C
1933,25.1,-18.5,3.433333333,-3.416666667,10.28333333,322,548,226,1255,114,123,222,728,407,452,L.3H,0.709107615,L,C
1932,24,-17,3.766666667,-2.766666667,10.3,346,714,368,1192,107,122,254,733,385,385,L.3H,0.719614352,L,C
1931,25.3,-15,4.708333333,-1.7,11.11666667,284,487,203,1302,120,129,131,752,468,518,L.3H,0.519223661,L,C
1930,23.9,-15,4.475,-1.783333333,10.73333333,320,553,233,1234,111,125,167,749,428,456,L.3H,1.203279759,L,C
1929,24.9,-14.2,3.175,-3.616666667,9.966666667,405,778,373,1165,111,123,283,710,318,318,L.3H,1.143225512,L,C
1928,24.2,-15.8,3.808333333,-2.166666667,9.783333333,206,480,274,1108,110,122,185,706,499,524,L.3H,0.842876881,L,C
1927,22.5,-13.7,4.025,-1.316666667,9.366666667,329,646,317,1044,115,131,214,664,362,395,L.3H,1.163082137,L,C
1926,23.5,-13.5,4.033333333,-2.016666667,10.08333333,342,592,250,1127,121,134,155,690,367,367,L.3H,1.148296305,L,C
1925,24.3,-16.3,4.466666667,-1.933333333,10.86666667,360,606,246,1257,129,141,151,712,363,404,L.3H,0.954554169,L,C
1924,24.4,-15.9,4.225,-2.116666667,10.56666667,175,431,256,1208,113,125,190,751,577,607,L.3H,1.174639023,L,C
1923,24.1,-11.6,4.416666667,-1.216666667,10.05,319,599,280,1153,113,124,185,703,385,439,L.3H,1.10103977,L,C
1922,24.8,-14.4,4.658333333,-1.25,10.56666667,201,520,319,1311,119,137,220,730,530,573,L.3H,0.994423354,L,C
1921,23.3,-12.4,4.708333333,-0.75,10.16666667,297,492,195,1177,116,131,94,703,408,422,L.3H,1.220884007,L,C
1920,24.2,-11.3,4.133333333,-1.266666667,9.533333333,293,678,385,1084,114,125,251,698,404,404,L.3H,1.095097643,L,C
1919,24.5,-16.3,3.975,-3.283333333,11.23333333,337,635,298,1330,132,149,240,726,388,411,L.3H,1.01705855,L,C
2011,25.7,-13.5,5.433333333,-0.583333333,11.45,255,527,272,1435,126,148,132,739,482,506,L.4H,1.288862978,L,C
2010,24.9,-16.5,4.491666667,-2.366666667,11.35,247,609,362,1343,125,135,233,735,487,489,L.4H,1.221974285,L,C
2009,25.7,-12.1,5.5,-0.183333333,11.18333333,209,576,367,1371,127,142,166,749,538,560,L.4H,1.220909456,L,C
2008,24.8,-13.8,4.65,-1.383333333,10.68333333,236,497,261,1294,115,128,193,738,502,550,L.4H,0.897949726,L,C
2007,25.7,-14.1,5.441666667,-0.95,11.83333333,328,688,360,1440,126,141,174,766,435,445,L.4H,0.911234225,L,C
2006,24.9,-11.4,5.7,-0.016666667,11.41666667,366,727,361,1368,129,148,162,749,382,382,L.4H,1.071801968,L,C
2005,25,-11.6,5.125,-0.683333333,10.93333333,240,607,367,1297,120,138,175,734,494,494,L.4H,1.215485124,L,C
2004,24.5,-12.5,5.275,-0.416666667,10.96666667,239,610,371,1368,127,148,179,740,501,505,L.4H,0.56119348,L,C
2003,27.8,-10.2,5.908333333,-0.066666667,11.88333333,194,546,352,1454,128,143,156,765,571,572,L.4H,0.449693518,L,C
2002,26,-13.1,5.691666667,-0.666666667,12.05,252,517,265,1481,134,151,121,779,527,547,L.4H,0.037452941,L,C
2001,24.4,-11.9,5.475,-1.05,12,258,587,329,1455,132,150,156,772,516,516,L.4H,0.543167963,L,C
2000,25.6,-12.2,6.383333333,0.55,12.21666667,193,519,326,1514,133,148,130,786,593,625,L.4H,0.744000192,L,C
1999,23.2,-13.6,4.866666667,0.133333333,9.6,348,636,288,1131,108,124,141,695,347,360,L.4H,1.532313022,L,C
1998,24.4,-12.4,4.875,-0.933333333,10.68333333,346,666,320,1279,115,125,196,735,387,395,L.4H,1.029184807,L,C
1997,23.3,-10.6,4.941666667,-0.4,10.28333333,307,622,315,1233,124,142,166,708,406,419,L.4H,1.705464444,L,C
1996,25,-11.7,5.85,-0.083333333,11.78333333,308,576,268,1436,135,150,141,748,440,515,L.4H,0.71261833,L,C
1995,23.7,-11.3,4.95,-0.4,10.3,309,724,415,1205,123,143,211,682,376,377,L.4H,1.71752646,L,C
1994,24.9,-13.8,5.066666667,-1.733333333,11.86666667,320,560,240,1440,138,152,146,743,422,470,L.4H,0.973037829,L,C
1993,24.3,-13.1,4.675,-0.916666667,10.26666667,244,611,367,1234,118,139,214,714,476,522,L.4H,0.919310882,L,C
1992,22.7,-13.8,5.3,-0.983333333,11.58333333,312,703,391,1386,138,155,186,740,428,448,L.4H,1.209903337,L,C
1991,23.7,-15.6,4.491666667,-1.75,10.73333333,283,626,343,1292,123,137,205,720,437,442,L.4H,0.641618795,L,C
1990,25.5,-13.1,5.616666667,-0.683333333,11.91666667,384,565,181,1445,132,146,90,760,376,444,L.4H,0.38888616,L,C
1989,26.2,-14,5.8,-0.483333333,12.08333333,174,498,324,1518,128,149,178,792,618,700,L.4H,0.703461623,L,C
1988,24.5,-13.8,4.983333333,-1.416666667,11.38333333,290,647,357,1390,126,143,193,740,450,450,L.4H,1.194105229,L,C
1987,24.2,-11.7,4.958333333,-1.133333333,11.05,289,666,377,1273,124,141,203,745,456,456,L.4H,1.173888163,L,C
1986,24.3,-11.6,5.533333333,0.383333333,10.68333333,469,783,314,1282,125,146,137,706,279,294,L.4H,1.653267324,L,C
1985,25,-11.8,4.9,-1.45,11.25,352,780,428,1286,127,141,216,746,422,422,L.4H,1.056543958,L,C
1984,24.8,-14.2,5.025,-1.35,11.4,327,676,349,1430,132,150,232,732,405,442,L.4H,1.088246153,L,C
1983,24.4,-11.1,4.708333333,-1.05,10.46666667,361,760,399,1267,120,133,267,700,342,373,L.4H,1.680016808,L,C
1982,24.2,-12.8,4.891666667,-0.95,10.73333333,347,731,384,1272,125,144,201,706,371,373,L.4H,1.350860212,L,C
1981,23.9,-10.3,6.066666667,0.466666667,11.66666667,361,591,230,1404,134,148,111,731,371,385,L.4H,1.17705794,L,C
1980,25.4,-11,4.833333333,-1.116666667,10.78333333,276,669,393,1332,119,136,278,734,458,493,L.4H,0.808202242,L,C
1979,24.7,-15.3,4.133333333,-2.45,10.71666667,193,750,557,1297,120,136,384,735,542,549,L.4H,0.835570367,L,C
1978,25.6,-11.5,5.233333333,-0.166666667,10.63333333,245,690,445,1273,119,135,225,736,491,515,L.4H,0.904677972,L,C
1977,24.1,-15.5,4.883333333,-1.983333333,11.75,298,381,83,1393,129,137,68,747,451,503,L.4H,0.362131188,L,C
1976,24.8,-13.6,4.841666667,-0.95,10.63333333,281,515,234,1244,121,130,133,730,449,501,L.4H,0.898666707,L,C
1975,23.3,-14.1,3.666666667,-2.083333333,9.416666667,234,675,441,1115,104,121,292,692,459,459,L.4H,1.195457048,L,C
1974,23.4,-14.9,4.8,-1.25,10.85,181,408,227,1313,120,133,151,752,571,640,L.4H,0.990330744,L,C
1973,23.3,-15.3,3.558333333,-2.533333333,9.65,249,768,519,1135,109,132,325,701,452,452,L.4H,1.23882662,L,C
1972,25.1,-12.6,5.091666667,-0.8,10.98333333,248,508,260,1294,120,134,125,749,500,561,L.4H,0.807680005,L,C
1971,25,-12.9,4.333333333,-1.716666667,10.38333333,332,536,204,1186,108,118,131,731,398,398,L.4H,0.962409907,L,C
1970,24.2,-12.1,4.425,-1.2,10.05,306,611,305,1175,115,129,177,699,408,408,L.4H,0.950709798,L,C
1969,24.2,-14.4,4.6,-2,11.2,306,705,399,1320,129,144,262,715,409,431,L.4H,1.609909416,L,C
1968,22.8,-14.4,4.2,-1.133333333,9.533333333,260,515,255,1119,112,125,214,682,423,525,L.4H,1.597776298,L,C
1967,24,-13.6,4.975,-0.3,10.25,281,499,218,1228,120,135,126,693,412,498,L.4H,1.482149851,L,C
1966,25,-14.6,5.225,-0.966666667,11.41666667,240,577,337,1406,127,142,154,751,511,546,L.4H,1.123031735,L,C
1965,23.1,-12.7,4.166666667,-1.316666667,9.65,407,731,324,1120,118,130,264,661,271,345,L.4H,1.284916493,L,C
1964,24.5,-15,4.3,-1.683333333,10.28333333,333,537,204,1275,121,141,163,698,384,406,L.4H,0.981409966,L,C
1963,25.4,-16,5.416666667,-0.633333333,11.46666667,247,555,308,1425,129,148,142,739,492,492,L.4H,0.724831185,L,C
1962,24.8,-14.8,4.408333333,-2.116666667,10.93333333,199,488,289,1245,119,132,157,748,549,549,L.4H,0.884652908,L,C
1961,24.4,-13.9,4.925,-0.783333333,10.63333333,271,625,354,1259,119,137,171,729,458,463,L.4H,0.66481397,L,C
1960,25.8,-14.5,4.85,-1.583333333,11.28333333,204,604,400,1342,120,133,211,772,566,571,L.4H,0.796447231,L,C
1959,25,-12,5.341666667,-0.316666667,11,278,470,192,1321,124,138,103,741,464,485,L.4H,0.15774017,L,C
1958,25.4,-12.6,5,-1.133333333,11.13333333,199,649,450,1355,125,145,249,761,562,562,L.4H,0.785720478,L,C
1957,22.7,-14.2,4.508333333,-0.766666667,9.783333333,409,683,274,1147,112,125,182,684,287,315,L.4H,1.380593214,L,C
1956,24.1,-13.1,5.291666667,-0.466666667,11.05,119,395,276,1335,119,133,134,767,650,718,L.4H,0.893691377,L,C
1955,23.6,-15.5,4.308333333,-1.433333333,10.05,266,514,248,1221,113,131,179,706,440,471,L.4H,1.060431256,L,C
1954,24.2,-13.4,5.608333333,-0.2,11.41666667,309,619,310,1358,129,145,124,740,431,459,L.4H,0.780002547,L,C
1953,23.8,-12.5,4.658333333,-0.833333333,10.15,217,469,252,1239,113,124,184,707,492,568,L.4H,0.885463272,L,C
1952,23.5,-13.7,4.075,-2.716666667,10.86666667,233,625,392,1253,127,138,282,719,485,489,L.4H,1.023660225,L,C
1951,25.7,-11.7,5.216666667,0.05,10.38333333,261,468,207,1281,107,125,136,736,477,546,L.4H,0.39780125,L,C
1950,23.3,-13.4,4.416666667,-0.85,9.683333333,219,497,278,1070,98,109,145,727,508,528,L.4H,0.618400722,L,C
1949,23.9,-16.2,3.741666667,-2.933333333,10.41666667,305,673,368,1183,117,126,263,722,416,416,L.4H,1.107615301,L,C
1948,24.3,-12.8,4.15,-2.25,10.55,265,649,384,1219,116,131,235,738,472,472,L.4H,0.762079981,L,C
1947,24.6,-14.5,4.691666667,-1.116666667,10.5,328,643,315,1202,120,131,150,714,387,387,L.4H,0.893578143,L,C
1946,24.1,-16.1,4.608333333,-1.8,11.01666667,341,592,251,1295,122,139,154,732,389,393,L.4H,0.69413138,L,C
1945,23.5,-12.7,4.191666667,-1.2,9.583333333,182,568,386,1148,103,122,290,696,518,543,L.4H,1.224594378,L,C
1944,23.6,-12.2,3.933333333,-1.6,9.466666667,272,611,339,1077,105,118,247,699,428,428,L.4H,1.003304816,L,C
1943,24,-11.9,5.141666667,-0.583333333,10.86666667,312,686,374,1244,118,132,205,730,417,449,L.4H,1.257113614,L,C
1942,23.6,-13.5,3.933333333,-2.133333333,10,162,514,352,1115,105,120,210,716,554,554,L.4H,1.016412646,L,C
1941,22.9,-11.1,4.416666667,-0.6,9.433333333,397,876,479,1094,119,137,307,666,318,327,L.4H,1.3856051,L,C
1940,25.2,-12.7,4.85,-1.5,11.2,344,644,300,1323,131,142,225,740,415,465,L.4H,1.089694134,L,C
1939,23.8,-16,4,-2.8,10.8,219,553,334,1229,123,134,214,728,516,516,L.4H,0.898588506,L,C
1938,24,-11.1,4.558333333,-0.866666667,9.983333333,277,623,346,1155,115,130,231,703,427,482,L.4H,1.040219093,L,C
1937,24.8,-19.5,3.933333333,-2.683333333,10.55,242,617,375,1233,111,123,263,750,507,507,L.4H,1.173955609,L,C
1936,22.9,-12.6,4.166666667,-2.516666667,10.85,299,557,258,1245,123,131,170,723,425,439,L.4H,1.055655165,L,C
1935,22.6,-10.7,4.108333333,-1.35,9.566666667,342,711,369,1130,109,123,308,680,345,407,L.4H,0.883117895,L,C
1934,25.7,-10.3,6.308333333,1.083333333,11.53333333,231,459,228,1438,118,139,79,772,541,634,L.4H,0.662065309,L,C
1933,25.1,-18.5,3.433333333,-3.416666667,10.28333333,322,548,226,1255,114,123,222,728,407,452,L.4H,0.82094337,L,C
1932,24,-17,3.766666667,-2.766666667,10.3,346,714,368,1192,107,122,254,733,385,385,L.4H,1.183533121,L,C
1931,25.3,-15,4.708333333,-1.7,11.11666667,284,487,203,1302,120,129,131,752,468,518,L.4H,0.680089993,L,C
1930,23.9,-15,4.475,-1.783333333,10.73333333,320,553,233,1234,111,125,167,749,428,456,L.4H,1.154571445,L,C
1929,24.9,-14.2,3.175,-3.616666667,9.966666667,405,778,373,1165,111,123,283,710,318,318,L.4H,1.127778194,L,C
1928,24.2,-15.8,3.808333333,-2.166666667,9.783333333,206,480,274,1108,110,122,185,706,499,524,L.4H,0.979702124,L,C
1927,22.5,-13.7,4.025,-1.316666667,9.366666667,329,646,317,1044,115,131,214,664,362,395,L.4H,1.338356474,L,C
2011,25.7,-13.5,5.433333333,-0.583333333,11.45,255,527,272,1435,126,148,132,739,482,506,L.5H,0.816847372,L,C
2010,24.9,-16.5,4.491666667,-2.366666667,11.35,247,609,362,1343,125,135,233,735,487,489,L.5H,0.813352333,L,C
2009,25.7,-12.1,5.5,-0.183333333,11.18333333,209,576,367,1371,127,142,166,749,538,560,L.5H,0.949079593,L,C
2008,24.8,-13.8,4.65,-1.383333333,10.68333333,236,497,261,1294,115,128,193,738,502,550,L.5H,0.95805589,L,C
2007,25.7,-14.1,5.441666667,-0.95,11.83333333,328,688,360,1440,126,141,174,766,435,445,L.5H,0.762034265,L,C
2006,24.9,-11.4,5.7,-0.016666667,11.41666667,366,727,361,1368,129,148,162,749,382,382,L.5H,0.795662478,L,C
2005,25,-11.6,5.125,-0.683333333,10.93333333,240,607,367,1297,120,138,175,734,494,494,L.5H,1.161940227,L,C
2004,24.5,-12.5,5.275,-0.416666667,10.96666667,239,610,371,1368,127,148,179,740,501,505,L.5H,0.555212239,L,C
2003,27.8,-10.2,5.908333333,-0.066666667,11.88333333,194,546,352,1454,128,143,156,765,571,572,L.5H,0.74656221,L,C
2002,26,-13.1,5.691666667,-0.666666667,12.05,252,517,265,1481,134,151,121,779,527,547,L.5H,0.075571976,L,C
2001,24.4,-11.9,5.475,-1.05,12,258,587,329,1455,132,150,156,772,516,516,L.5H,0.723941894,L,C
2000,25.6,-12.2,6.383333333,0.55,12.21666667,193,519,326,1514,133,148,130,786,593,625,L.5H,0.66669949,L,C
1999,23.2,-13.6,4.866666667,0.133333333,9.6,348,636,288,1131,108,124,141,695,347,360,L.5H,1.13635322,L,C
1998,24.4,-12.4,4.875,-0.933333333,10.68333333,346,666,320,1279,115,125,196,735,387,395,L.5H,1.065382576,L,C
1997,23.3,-10.6,4.941666667,-0.4,10.28333333,307,622,315,1233,124,142,166,708,406,419,L.5H,1.82611099,L,C
1996,25,-11.7,5.85,-0.083333333,11.78333333,308,576,268,1436,135,150,141,748,440,515,L.5H,0.402803234,L,C
1995,23.7,-11.3,4.95,-0.4,10.3,309,724,415,1205,123,143,211,682,376,377,L.5H,2.194502392,L,C
1994,24.9,-13.8,5.066666667,-1.733333333,11.86666667,320,560,240,1440,138,152,146,743,422,470,L.5H,1.168922336,L,C
1993,24.3,-13.1,4.675,-0.916666667,10.26666667,244,611,367,1234,118,139,214,714,476,522,L.5H,1.432811639,L,C
1992,22.7,-13.8,5.3,-0.983333333,11.58333333,312,703,391,1386,138,155,186,740,428,448,L.5H,0.994006166,L,C
1991,23.7,-15.6,4.491666667,-1.75,10.73333333,283,626,343,1292,123,137,205,720,437,442,L.5H,0.775373849,L,C
1990,25.5,-13.1,5.616666667,-0.683333333,11.91666667,384,565,181,1445,132,146,90,760,376,444,L.5H,0.995302747,L,C
1989,26.2,-14,5.8,-0.483333333,12.08333333,174,498,324,1518,128,149,178,792,618,700,L.5H,0.806740525,L,C
1988,24.5,-13.8,4.983333333,-1.416666667,11.38333333,290,647,357,1390,126,143,193,740,450,450,L.5H,1.791492092,L,C
1987,24.2,-11.7,4.958333333,-1.133333333,11.05,289,666,377,1273,124,141,203,745,456,456,L.5H,1.719277418,L,C
1986,24.3,-11.6,5.533333333,0.383333333,10.68333333,469,783,314,1282,125,146,137,706,279,294,L.5H,1.214863725,L,C
1985,25,-11.8,4.9,-1.45,11.25,352,780,428,1286,127,141,216,746,422,422,L.5H,0.870151998,L,C
1984,24.8,-14.2,5.025,-1.35,11.4,327,676,349,1430,132,150,232,732,405,442,L.5H,0.91715078,L,C
1983,24.4,-11.1,4.708333333,-1.05,10.46666667,361,760,399,1267,120,133,267,700,342,373,L.5H,2.062844308,L,C
1982,24.2,-12.8,4.891666667,-0.95,10.73333333,347,731,384,1272,125,144,201,706,371,373,L.5H,1.585941984,L,C
1981,23.9,-10.3,6.066666667,0.466666667,11.66666667,361,591,230,1404,134,148,111,731,371,385,L.5H,1.043527369,L,C
1980,25.4,-11,4.833333333,-1.116666667,10.78333333,276,669,393,1332,119,136,278,734,458,493,L.5H,1.12070165,L,C
1979,24.7,-15.3,4.133333333,-2.45,10.71666667,193,750,557,1297,120,136,384,735,542,549,L.5H,1.156386649,L,C
1978,25.6,-11.5,5.233333333,-0.166666667,10.63333333,245,690,445,1273,119,135,225,736,491,515,L.5H,1.042007472,L,C
1977,24.1,-15.5,4.883333333,-1.983333333,11.75,298,381,83,1393,129,137,68,747,451,503,L.5H,0.234617448,L,C
1976,24.8,-13.6,4.841666667,-0.95,10.63333333,281,515,234,1244,121,130,133,730,449,501,L.5H,0.722028692,L,C
1975,23.3,-14.1,3.666666667,-2.083333333,9.416666667,234,675,441,1115,104,121,292,692,459,459,L.5H,0.678871719,L,C
1974,23.4,-14.9,4.8,-1.25,10.85,181,408,227,1313,120,133,151,752,571,640,L.5H,0.750689982,L,C
1973,23.3,-15.3,3.558333333,-2.533333333,9.65,249,768,519,1135,109,132,325,701,452,452,L.5H,1.000687318,L,C
1972,25.1,-12.6,5.091666667,-0.8,10.98333333,248,508,260,1294,120,134,125,749,500,561,L.5H,0.592171002,L,C
1971,25,-12.9,4.333333333,-1.716666667,10.38333333,332,536,204,1186,108,118,131,731,398,398,L.5H,0.571997811,L,C
1970,24.2,-12.1,4.425,-1.2,10.05,306,611,305,1175,115,129,177,699,408,408,L.5H,0.877685665,L,C
1969,24.2,-14.4,4.6,-2,11.2,306,705,399,1320,129,144,262,715,409,431,L.5H,1.612489147,L,C
1968,22.8,-14.4,4.2,-1.133333333,9.533333333,260,515,255,1119,112,125,214,682,423,525,L.5H,1.599341243,L,C
1967,24,-13.6,4.975,-0.3,10.25,281,499,218,1228,120,135,126,693,412,498,L.5H,1.424616422,L,C
1966,25,-14.6,5.225,-0.966666667,11.41666667,240,577,337,1406,127,142,154,751,511,546,L.5H,1.677271456,L,C
1965,23.1,-12.7,4.166666667,-1.316666667,9.65,407,731,324,1120,118,130,264,661,271,345,L.5H,1.508279885,L,C
1964,24.5,-15,4.3,-1.683333333,10.28333333,333,537,204,1275,121,141,163,698,384,406,L.5H,1.140615763,L,C
1963,25.4,-16,5.416666667,-0.633333333,11.46666667,247,555,308,1425,129,148,142,739,492,492,L.5H,0.96661779,L,C
1962,24.8,-14.8,4.408333333,-2.116666667,10.93333333,199,488,289,1245,119,132,157,748,549,549,L.5H,1.071264627,L,C
1961,24.4,-13.9,4.925,-0.783333333,10.63333333,271,625,354,1259,119,137,171,729,458,463,L.5H,0.74072318,L,C
1960,25.8,-14.5,4.85,-1.583333333,11.28333333,204,604,400,1342,120,133,211,772,566,571,L.5H,0.846450439,L,C
1959,25,-12,5.341666667,-0.316666667,11,278,470,192,1321,124,138,103,741,464,485,L.5H,0.096533193,L,C
